src	dst	note
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 15 Cables.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 15 Cables.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 01 Bright Start A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 01 Bright Start A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 02 Bright Start B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 02 Bright Start B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 22 Mysterious C.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 22 Mysterious C.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 08 Distant Lands.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 08 Distant Lands.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 28 Vacant.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 28 Vacant.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 18 Acute.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 18 Acute.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 23 Odd Feeling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 23 Odd Feeling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 30 Dark Texture.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 30 Dark Texture.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 13 Glass.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 13 Glass.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 26 Unsettling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 26 Unsettling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 19 System.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 19 System.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 25 Synthetic.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 25 Synthetic.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 24 Imperfect.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 24 Imperfect.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 17 Dark Scan.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 17 Dark Scan.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 11 Concern.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 11 Concern.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 10 Radiance.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 10 Radiance.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 12 Out Of Place.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 12 Out Of Place.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 20 Mysterious A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 20 Mysterious A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 05 Paradox B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 05 Paradox B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 09 Super Clean.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 09 Super Clean.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Space/SP 16 Power Cell.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Space/SP 16 Power Cell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 12 Out Of Place.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 12 Out Of Place.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 22 Mysterious C.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 22 Mysterious C.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 16 Power Cell.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 16 Power Cell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 07 Conceptual.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 07 Conceptual.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 23 Odd Feeling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 23 Odd Feeling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 04 Paradox A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 04 Paradox A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 27 Transport.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 27 Transport.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 06 Prisms.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 06 Prisms.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 17 Dark Scan.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 17 Dark Scan.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 18 Acute.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 18 Acute.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 01 Bright Start A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 01 Bright Start A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 26 Unsettling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 26 Unsettling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 28 Vacant.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 28 Vacant.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 19 System.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 19 System.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 03 Human Touch.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 03 Human Touch.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 05 Paradox B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 05 Paradox B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 08 Distant Lands.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 08 Distant Lands.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 20 Mysterious A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 20 Mysterious A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 24 Imperfect.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 24 Imperfect.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 25 Synthetic.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 25 Synthetic.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 14 Tunnel Chatter.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 14 Tunnel Chatter.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 10 Radiance.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 10 Radiance.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 30 Dark Texture.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 30 Dark Texture.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 15 Cables.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 15 Cables.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 02 Bright Start B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 02 Bright Start B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 29 Graven.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 29 Graven.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 21 Mysterious B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 21 Mysterious B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 09 Super Clean.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 09 Super Clean.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 11 Concern.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 11 Concern.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Distortion/DS 13 Glass.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Distortion/DS 13 Glass.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 20 Mysterious A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 20 Mysterious A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 10 Radiance.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 10 Radiance.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 25 Synthetic.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 25 Synthetic.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 26 Unsettling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 26 Unsettling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 14 Tunnel Chatter.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 14 Tunnel Chatter.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 01 Bright Start A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 01 Bright Start A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 15 Cables.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 15 Cables.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 09 Super Clean.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 09 Super Clean.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 11 Concern.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 11 Concern.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 27 Transport.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 27 Transport.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 04 Paradox A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 04 Paradox A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 16 Power Cell.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 16 Power Cell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 06 Prisms.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 06 Prisms.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 03 Human Touch.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 03 Human Touch.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 24 Imperfect.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 24 Imperfect.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 02 Bright Start B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 02 Bright Start B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 29 Graven.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 29 Graven.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 28 Vacant.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 28 Vacant.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 08 Distant Lands.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 08 Distant Lands.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 17 Dark Scan.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 17 Dark Scan.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 05 Paradox B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 05 Paradox B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 22 Mysterious C.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 22 Mysterious C.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 30 Dark Texture.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 30 Dark Texture.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 18 Acute.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 18 Acute.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 23 Odd Feeling.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 23 Odd Feeling.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 13 Glass.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 13 Glass.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 12 Out Of Place.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 12 Out Of Place.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 07 Conceptual.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 07 Conceptual.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents - Silk/SL 21 Mysterious B.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents - Silk/SL 21 Mysterious B.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/14 Tunnel Chatter.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/14 Tunnel Chatter.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/24 Imperfect.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/24 Imperfect.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/01 Bright Start A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/01 Bright Start A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/03 Human Touch.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/03 Human Touch.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/20 Mysterious A.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/20 Mysterious A.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/17 Dark Scan.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/17 Dark Scan.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/16 Power Cell.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/16 Power Cell.wav	
/volume1/主目录/Collection/素材&模板&音库/音效/02_中文音效合集/气氛音乐音效/Statement SFX/04 - Accents/Accents/12 Out Of Place.wav	Statement SFX（大气深沉5 · 大气深沉浑厚有力重低音环境气氛微电影抖音渲染音效）/04 - Accents/Accents/12 Out Of Place.wav	
